variant,doors,policy,iterations,exact_p,mae,rmse,q10,q50,q90
classic,20,Stick,10,0.05,0.05950000000000001,0.06745368781616022,0.0,0.0,0.1
classic,20,Stick,30,0.05,0.031166666666666662,0.037564758898615484,0.0,0.03333333333333333,0.1
classic,20,Stick,100,0.05,0.016525,0.02183460556089805,0.02,0.05,0.08
classic,20,Stick,300,0.05,0.009891666666666667,0.012214517773716835,0.03333333333333333,0.05,0.06666666666666667
classic,20,Stick,1000,0.05,0.00524,0.0067275552766216645,0.041,0.05,0.058
classic,20,Stick,3000,0.05,0.003205,0.004034710508684469,0.04533333333333334,0.05,0.055366666666666675
classic,20,Stick,10000,0.05,0.001751,0.0021686285989076133,0.0473,0.05025,0.052910000000000006
classic,20,Stick,30000,0.05,0.0010160833333333335,0.0012869030439176235,0.048433333333333335,0.05003333333333333,0.05163333333333334
classic,20,Stick,100000,0.05,0.0005814750000000005,0.0007113942296645372,0.049078,0.049905000000000005,0.0509
classic,20,Random Switch,10,0.05277777777777778,0.06522222222222224,0.07696098899546766,0.0,0.0,0.2
classic,20,Random Switch,30,0.05277777777777778,0.03308333333333333,0.040383959656413886,0.0,0.03333333333333333,0.1
classic,20,Random Switch,100,0.05277777777777778,0.017491666666666666,0.02159203671223991,0.03,0.05,0.08
classic,20,Random Switch,300,0.05277777777777778,0.009833333333333335,0.012345839505129644,0.03666666666666667,0.05333333333333334,0.07
